key,jp,vi
Text/254/text,あたしも執事ともっと仲良くなりたいんだよね。もしかしたら、あたしたちがそのコレクション守る手伝いをしてあげられるかもよ？,Tớ cũng muốn thân với quản gia hơn. Biết đâu tụi tớ có thể giúp giữ cái bộ sưu tập đó?
Text/255/text,皆様では…コニアル様の冷酷さには敵わないかと存じますが…,Quý vị e không chịu nổi tính khí của Konial đại nhân đâu ạ...
Text/256/text,……いえ、やはり申し訳ございません。直接お教えすることはできかねます。,"...Không, xin lỗi. Em không thể nói trực tiếp được ạ."
Text/257/text,そんなぁ…,Sao cơ...
Text/258/text,その代わり…『その場所』へ辿り着くためのサービスをご提供いたしましょう。,Thay vào đó... em xin cung cấp dịch vụ để quý vị tự tìm tới 'chỗ đó' ạ.
Text/259/text,本当ですか？,Thật không ạ?
Text/25a/text,はい。それだけでなく、これまでに開放された車両を自由に指定して移動できるようにもなります。,"Vâng. Không chỉ thế, giờ quý vị có thể tự chọn toa đã mở và di chuyển tới đó ạ."
Text/25b/text,そんな…すごい能力ですね。今までは無作為に探索に出ていましたから…,Tuyệt thật... Trước giờ tụi em toàn đi thám hiểm mò mẫm...
Choice/25c/text,それほどの能力なら…相当高いんだろうな。,Năng lực cỡ đó... chắc đắt lắm ha.
Text/25d/text,注入に成功すれば、少なくともチケット2000枚の価値はございましょう。わたくしの技術を尊重してくださるなら、十分にお支払いいただける金額かと存じます。,Nếu rót thành công thì cũng đáng giá 2000 vé. Nếu quý vị tôn trọng tay nghề của em thì trả nổi đấy ạ.
Text/25e/text,チケット2000枚…集めるしかありませんね。,2000 vé... đành phải gom thôi.
Text/25f/text,そして、皆様がこれまで探索された電車の情報も必要でございます。,Và em cần thông tin các toa quý vị đã thám hiểm tới giờ ạ.
Text/260/text,これまでの…情報？そんなのいちいちメモってないんだけど…,Thông tin? Tụi tớ có ghi chép chi tiết đâu...
Text/261/text,いえ、その必要はございません。皆様がお持ちの品に、路線の情報が刻まれているはずですから。,Không cần đâu ạ. Đồ quý vị mang theo chắc hẳn đã khắc thông tin tuyến đường rồi.
Text/262/text,わたくしが集めたガラクタにではなく、その品に魔力を注入すればよいのです。十分に機能させるには、少なくとも『20個』の異変を感知している必要がございます。,"Không phải đồ linh tinh em gom, mà rót ma lực vào món đó. Để hoạt động được, cần cảm nhận ít nhất '20' dị biến ạ."
Text/263/text,20個かぁ…今までどのくらい見つけたっけ？,20 cái à... tới giờ tìm được bao nhiêu rồi nhỉ?
Text/264/text,数が足りなくとも、交換ショップの景品をご利用いただければ、すぐに必要数を満たせるかと存じます。,"Dù thiếu, dùng hàng ở tiệm đổi chắc sẽ nhanh đáp ứng được thôi ạ."
Choice/265/text,チケット2000枚と異変20個…,2000 vé và 20 dị biến...
Text/266/text,……簡単ではなさそうですが、頑張ってみましょう。,"...Không dễ, nhưng cố gắng thôi."
Text/267/text,その場所を見つける方法は、全ての準備が整ってから改めてご説明いたしましょう。それまでは、今まで通り探索をお楽しみくださいませ。,Cách tìm chỗ đó sẽ nói sau khi chuẩn bị xong ạ. Đến đó thì cứ thám hiểm như thường nhé.
Text/268/text,探知した異変の数は、わたくしにお声がけいただければお教えいたします。その他にも何か必要がございましたら、お申し付けくださいませ。,Hỏi em là em sẽ cho biết số dị biến đã phát hiện ạ. Cần gì thêm cứ nói.
Text/269/text,わかりました。ありがとうございます、執事さん。,Hiểu rồi. Cảm ơn quản gia.
Choice/26a/text,協力してくれてありがとう。,Cảm ơn vì đã hợp tác.
Text/26b/text,……こちらこそ。人間の方々に応援していただけるとは思いませんでした。コニアル様は…あれらをただのゴミとしかお思いになりませんでしたから…,...Lòng biết ơn đáng ra phải thuộc về tôi. Tôi chưa bao giờ mong nhận được sự động viên từ con người. Bà Konial chỉ coi họ như rác rưởi...
Text/26c/text,ともあれ…こちらにいらっしゃる間、少しでも皆様方にお楽しみいただけたら幸いです。,Dù sao... mong quý vị tận hưởng khi ở đây.
Text/26d/text,執事さん…,Quản gia...
Text/26e/text,思ったより良い人っぽいじゃん。,Có vẻ tốt hơn tưởng tượng nhỉ~
Choice/26f/text,コニアルの下で、色々苦労してそうだな。,Dưới tay Konial chắc cực nhỉ~
Text/270/text,なんだか…社会の歯車としては…応援したくなっちゃいますね。,Là dân văn phòng... tự nhiên muốn ủng hộ quá.
Text/271/text,…じゃ、とりあえず作戦通りにってこと？,"...Vậy, mọi việc có diễn ra theo đúng kế hoạch hong?"
Choice/272/text,探し物がまだ電車の中にあるらしいってことと……,Đồ thất lạc vẫn còn trong tàu...
Choice/273/text,それを見つけ出す方法は分かったから。,Và biết cách tìm ra chúng.
Text/274/text,新しい目標ができましたね。チケット2000枚と異変20個…これらを集めたら、執事さんに話しかけてみましょう。,Mục tiêu mới đây rồi. 2000 vé và 20 dị biến... gom hết rồi tới gặp quản gia thôi.
Text/275/text,パズズ…それまでちゃんと持ちこたえられる…よね？,Pazuzu... cậu ấy trụ được tới lúc đó chứ?
Choice/276/text,急がないと,Phải nhanh lên.
Text/277/text,お戻りでございますか。何かご用でしょうか？,Quý vị đã về. Có việc gì cần không ạ?
Choice/278/text,頼まれたもの、全部持ってきたよ。,Mang hết đồ cậu yêu cầu rồi đây.
Text/279/text,ああ、左様でございますか。思ったよりお早かったですね。では、確認させていただきます…,"À, vậy sao? Nhanh hơn em tưởng đấy ạ. Để em kiểm tra..."
Text/27a/text,まずチケット2000枚…確かにお持ちですね。お疲れ様でございました。,"Đầu tiên, 2.000 Vé... Đúng vậy, mọi thứ dường như đã ổn thỏa. Cảm ơn quý khách đã làm việc chăm chỉ."
Text/27e/text,대화 스킵할까요?,#[debug] Bỏ qua hội thoại?
Text/27f/text,하지만 이것을 어떻게 증명하죠? 전에 집사님의 말씀으로는 지닌 물품에 기운이 담긴다고 하셨는데.,#- Có
Text/280/text,네 맞습니다. 지금까지 거쳐온 전차 칸은 각각 미묘하게 다른 기운의 정념을 가지고 있습니다.,#- Không
Text/27b/text,頑張ってコツコツ貯めたんだからね。てか、こんなにチケット要る？他の商品はこんな高くなかったっしょ。,Tích cóp mãi mới được đấy. Mà cần nhiều vé thế à? Món khác có đắt thế này đâu.
Text/27c/text,それだけ高度な技術が必要になるのでございます。…理由はもうひとつございますが、それはすぐにお分かりになるかと…,"Vì cần kỹ thuật cao tới thế ạ... Còn một lý do nữa, nhưng lát nữa quý vị sẽ biết."
Text/27d/text,それで…もうひとつの方は…？,Và... món kia yêu cầu thì sao ạ?
Choice/27e/text,ちゃんと20種類の異変も発見してきたよ。,Tôi đã xác nhận đã phát hiện chính xác 20 loại Dị thường.
Text/27f/text,でも、それをどうやって証明するんですか？以前、執事さんは持ち物に気が宿る…と仰っていましたけど。,Nhưng chứng minh bằng cách nào ạ? Quản gia từng nói đồ vật có khí ngự trong đó.
Text/280/text,はい、その通りでございます。これまで通ってきた車両には、それぞれ微妙に異なる気の情念が宿っております。,Vâng đúng ạ. Mỗi toa quý vị qua đều mang tình niệm hơi khác nhau.
Text/281/text,服に匂いが染みつくように、そこを通過したものには情念が染み込むのです。,"Như mùi thấm vào quần áo, thứ qua nơi đó sẽ nhiễm tình niệm ạ."
Text/282/text,ですので、皆様が最初からお持ちになっていた物であれば、何でも構いません。,Nên bất cứ thứ gì quý vị có từ đầu cũng được ạ.
Choice/283/text,何でもいいなら…,Gì cũng được thì...
Choice/284/text,レイナのストッキング,Tất của Reina
Text/285/text,私のストッキングですか…！？ダメではないですけど…本当にこれでいいんですか？一日中履いてたやつですよ…,"T-tất của em ạ...!? Không phải không được, nhưng... anh thực sự ổn sao? Em mang cả ngày rồi..."
Text/286/text,あ…やっぱり、ダメかもしれません…せめて洗濯してからにさせてください…,A... chắc không được rồi... Ít nhất hãy để em giặt rồi hãy đưa...
Text/287/text,わたくしは差し支えございませんが…洗濯できる車両があったかどうか、定かではございませんね。,Em không ngại đâu ạ... nhưng có toa nào giặt được không nhỉ...
Text/288/text,…では、他のものにした方がよさそうですね…,...Vậy đổi món khác thì hơn ạ.
Choice/289/text,舞のブラ,Áo ngực của Mai
Text/28a/text,なんでよ！？ノーブラで歩いてたらおっぱい垂れるっつーの！,Sao chứ!? Không mặc áo ngực đi lại thì ngực chảy xệ đấy~!
Text/28b/text,…あー、もしかしてそーゆー姿が見たいワケ？だったら、いつでも言えばいーのにー？へっへっへ…,"...Ồ, chẳng lẽ muốn xem dáng đó hả? Nếu thế thì nói lúc nào chẳng được ~ hihi."
Text/28c/text,お品物は魔力を注入した後、お返しする予定ですが…,Đồ sau khi rót ma lực thì em trả lại ạ...
Text/28d/text,…だって。残念だったねー,...Nghe thấy chưa? Tiếc nhỉ?
Choice/28e/text,僕の…毛？,Tóc... của tôi?
Text/28f/text,毛って…どちらの、ですか？,Lông... hả... là chỗ nào ạ?
Text/290/text,どちらでも構いません。,Chỗ nào cũng được ạ.
Text/291/text,上でも下でもいいの？,Trên hay dưới cũng được hả?
Text/292/text,ええ、問題ございませんよ。ずっとお持ちだったものですから。ただし、小さい物は失くさないようお気をつけくださいませ。,Không sao ạ. Vì là đồ quý vị mang theo suốt mà. Nhưng cẩn thận đừng làm mất nhé.
Choice/293/text,問題ないよ。結構よく伸びる方だから…,Không sao. Tóc tôi khá dài mà...
Text/294/text,だよね？あたしもちょっとビックリしたもん。,Phải ha? Tớ cũng hơi bất ngờ đấy.
