key,en,cn,jp,ko,zh,情緒,vi
SCENE_REINA_HANDJOB_AFTER_01,Hah... hah... it's so warm... on my face...,哈啊……哈啊……脸上……有好烫的东西……,はぁ…はぁ…顔に…熱いのが…,하아.. 하아.. 얼굴에.. 따듯한 게..,哈啊……哈啊……臉上……有好燙的東西……,照れてる,Hà... hà... trên mặt em... dòng nước nóng hổi...
SCENE_MAI_DOGGY_BUNNY_CUM_02,A-aahn...! I'll take... all of it... every drop...!,啊、啊啊……！全部……全部……我都会收下的……！,あ…ああんっ…！全部…全部…もらってあげるからぁ…っ！,아.. 아앙..! 전부.. 전부.. 받아줄게..!!,啊、啊啊……！全部……全部……我都會收下的……！,絶頂,A... á...! Bởi vì tớ... sẽ đón nhận hết toàn bộ mà...!
SCENE_REINA_HANDJOB_AFTER_02,...This much... so much... y-you're amazing...,……竟然……这么多……您、您好厉害……,…こんなに…たくさん…す、すごいです…,..이렇게나.. 많이.. 당신.. 대단하네요..,……竟然……這麼多……您、您好厲害……,照れてる+感嘆,...Nhiều... nhiều thế này cơ à... đ-đỉnh thật đấy...
SCENE_REINA_HANDJOB_AFTER_03,Hah... if it felt good for you... I'm glad...,哈啊……只要您觉得舒服……我就放心了……,はぁ…あなたが、気持ちよかったなら…よかったです…,하아.. 기분 좋으셨다니.. 다행이에요..,哈啊……只要您覺得舒服……我就放心了……,余韻,Hà... anh sướng là... em vui rồi...
SCENE_MAI_STANDING_SEX_CUM_02,Ah...! Aahn...! I'll take it all... all of it...!!,啊……！啊啊……！全部……全部……我都会收下的……！ ！,あ…！ あぁん…！ 全部…全部…もらってあげるからぁ…っ！！,아..! 아앙..! 전부.. 전부.. 받아줄게..!!,啊……！啊啊……！全部……全部……我都會收下的……！！,絶頂,A...! Á...! Tớ sẽ đón nhận... toàn bộ... không chừa giọt nào đâu...!!
SCENE_BUTLER_AHEN_KISS_1,Mgh...,嗯咕……,むぐ…,읍..,嗯咕……,キス,Ưm...
SCENE_MAI_FULL_DOGGY_AFTER_01,Fuaaah... it feels too good... I don't want this to end...,呼啊啊……这么舒服……我根本不想结束……,ふあぁっ…こんな気持ちいいの…終わらせたくないんだけど……,"우옷.. 이런 기분 좋은 거, 그만두고 싶지 않아..",呼啊啊……這麼舒服……我根本不想結束……,余韻,Phù... sướng thế này... tớ chẳng muốn dừng lại chút nào cả......
SCENE_MAI_FULL_DOGGY_AFTER_02,You always... come too much...! Seriously amazing...!,你每次……都射太多了啦……！真的超棒……！,いっつも…出しすぎ……！マジ最高…！,항상 엄청난 양이네..! 너무 좋아!,你每次……都射太多了啦……！真的超棒……！,余韻,Lần nào cậu... cũng bắn nhiều kinh khủng...! Đỉnh dã man...!
SCENE_PAZUZU_AHEN_KISS_3,Mmm...,啾……,ちゅ…,츄..,啾……,キス,Chụt...
SCENE_MAI_FULL_DOGGY_AFTER_03,"Your cock and... my pussy... are seriously the perfect match, right...?",你的那根和……我的小穴……相性真的超好吧……？,あんたのちんぽと…あたしのまんこ…相性…マジ最高じゃん……？,네 자지와 내 보지 궁합 진심 최고잖아..,你的那根和……我的小穴……相性真的超好吧……？,余韻,Cặc của cậu với... bướm của tớ... đúng là hợp nhau nhất trần đời còn gì......?
SCENE_MAI_STANDING_SEX_CUM_01,It's coming...! Aah...! Inside... so much...! Your semen...!,要出来了……！啊啊……！里面……好多……！你的精液……！,出るっ…！ああん…！中…いっぱい…！あんたの精液…！,싼다..! 아앙..! 안에.. 가득..! 네 씨앗..!,要出來了……！啊啊……！裡面……好多……！你的精液……！,絶頂,Ra... ra mất...! Á...! Trong tớ... bắn ngập ngụa đi...! Tinh dịch của cậu...!
SCENE_BUTLER_AHEN_KISS_2,Mmm... ngh...,啾……嗯……,ちゅ…っ…,츄.. 읏..,啾……嗯……,キス,Chụt...
SCENE_MAI_ANAL_CAT_READY_01,"Y-you'd better... be gentle, okay...?",你、你绝对要……温柔一点喔……？,ぜ、絶対…優しくしてよね…？,바.. 반드시 상냥하게.. 해야 한다?,你、你絕對要……溫柔一點喔……？,緊張,Nh-nhất định... phải nhẹ tay thôi đấy nhé...?
SCENE_MAI_ANAL_CAT_READY_02,M-maybe... loosen up my butt a little more first...?,屁、屁股……要不要再放松一点……？,お…お尻…もうちょっとほぐしておこっか…？,어.. 엉덩이.. 조금 더 풀어 둬야 할까?,屁、屁股……要不要再放鬆一點……？,緊張,L-lỗ hậu... tớ tự nong rộng thêm tí nữa nhé...?
SCENE_MAI_ANAL_CAT_READY_03,"It's finally... going in, right...? Your cock...",终于……要进来了对吧……？你的肉棒……,いよいよ…入ってくるんだよね…？ あんたのちんぽ…,이제 들어오는 거지..? 네 자지..,終於……要進來了對吧……？你的肉棒……,緊張,Cuối cùng... cũng sắp đút vào rồi đúng không...? Con cặc của cậu...
SCENE_KONIAL_MISSIONARY_KISS_AFTER_01,Hah... hoo... y-you turned out... somewhat useful.,哈啊……呼……你、你倒是……稍微有点用。,はぁ…ふぅ…す、少しは…使えるようだな。,하아.. 흐응.. 조.. 조금 쓸만한 걸.,哈啊……呼……你、你倒是……稍微有點用。,ツンデレ+余韻,Hà... phù... ng-ngươi xem ra... cũng có ích đôi chút đấy.
SCENE_KONIAL_MISSIONARY_KISS_AFTER_02,...Well... it w-wasn't... bad... hah...,……嗯……也、也不是……不好……哈啊……,…まぁ…わ、悪く…なかったぞ…はぁっ…,"..뭐, 나.. 나쁘지 않았어.. 하읏..",……嗯……也、也不是……不好……哈啊……,ツンデレ+余韻,...Mà... c-cũng không... tệ lắm... hà...
SCENE_KONIAL_MISSIONARY_KISS_AFTER_03,"...Of course, you aren't planning to stop after once, are you...?",……当然，不会一次就结束吧……？,…もちろん、一回で終わりなんてこと、ないよな…？,"..그런데, 한 번으로 끝내진 않을 거지..?",……當然，不會一次就結束吧……？,ツンデレ+余韻,"...Tất nhiên, ngươi đâu có ý định dừng lại chỉ sau một lần đúng không...?"
SCENE_BUTLER_HJ_FELLATIO_PLAYING_04,Yes... as you wish... I shall use my tongue on every inch...,是……遵命……我会用舌头……舔遍每一个角落……,はい…かしこまりました…隅々まで、わたくしの舌で…,네.. 알겠습니다.. 구석구석 제 혀로..,是……遵命……我會用舌頭……舔遍每一個角落……,照れてる+フェラ,Vâng... em tuân lệnh... để em dùng lưỡi liếm láp từng ngóc ngách...
SCENE_MAI_PAIZURI_AFTER_02,(Lick...) Hehe... your cum is seriously thick.,（舔……）嘿嘿……你的精液也太浓了吧。,（ぺろっ）…へへ…あんたの精液…めっちゃ濃厚じゃん。,(낼름).. 헤헤.. 네 정액.. 엄청 진하네.,（舔……）嘿嘿……你的精液也太濃了吧。,笑顔,(*Liếm*)... hê hê... tinh dịch của cậu... đặc sệt luôn này.
SCENE_BUTLER_HJ_FELLATIO_PLAYING_01,Hah... *slurp*... i-is this the spot...? Very well...,哈呜……啾噗……是、是这里吗……？遵命……,はうっ…ちゅぷ…こ、こちら、でございますか…？かしこまりました…,"하읏.. 츄릅.. 이, 이쪽 말입니까..? 알겠습니다..",哈嗚……啾噗……是、是這裡嗎……？遵命……,緊張+フェラ,Á... *chụt*... l-là chỗ này phải không ạ...? Em tuân lệnh...
SCENE_MAI_PAIZURI_AFTER_03,So? How was my breast pussy... feel good to you?,怎样？我的乳交……爽吗？,どーだった？あたしのおっぱいまんこ……気持ちよかった？,어땠어? 내 젖가슴 보지.. 기분 좋았어?,怎樣？我的乳交……爽嗎？,遊び心,Sao hả? Chiêu kẹp ngực của tớ...... có sướng không?
SCENE_MAI_COWGIRL_MARKING_AFTER_01,Hah... hah... wow... I'm full of your smell...,哈啊……哈啊……好猛……全身都是你的味道……,はぁ…はぁ…すご…あんたの匂いで…いっぱい…,하아.. 하아.. 대단해.. 네 냄새로.. 가득해..,哈啊……哈啊……好猛……全身都是你的味道……,余韻,Hà... hà... đỉnh quá... ngập tràn... mùi hương của cậu rồi...
SCENE_BUTLER_HJ_FELLATIO_PLAYING_02,It has... such a distinctive taste... your cock... nn...,您的肉棒……有着很特别的味道呢……嗯嗯……,独特なお味が…いたしますね…あなたのおちんちん…んんっ…,독특한 맛이.. 나네요.. 당신의 것.. 으응..,您的肉棒……有著很特別的味道呢……嗯嗯……,照れてる+フェラ,Hương vị thật là đặc biệt... con cặc của ngài... ưm...
SCENE_BUTLER_HJ_FELLATIO_PLAYING_03,Mmm... *slurp*... such embarrassing sounds... hah...,啾……啾噗……发出了好害羞的声音……哈啊……,ちゅ…ちゅぷ…恥ずかしい音が…はぁ…,찌걱.. 찌걱.. 부끄러운 소리가.. 하아..,啾……啾噗……發出了好害羞的聲音……哈啊……,照れてる+フェラ,Chụt... *chóp chép*... phát ra âm thanh ngượng ngùng quá... hà...
SCENE_MAI_PAIZURI_AFTER_01,Hah... hah... wow... I'm covered in semen...,哈啊……哈啊……好猛……全身都是精液耶……,はぁ…はぁ…すご…精液まみれじゃん…,하아.. 하아.. 대단해.. 정액 범벅이야..,哈啊……哈啊……好猛……全身都是精液耶……,びっくり,Hà... hà... ghê thật... dính đầy tinh dịch hết rồi kìa...
SCENE_MAI_COWGIRL_MARKING_AFTER_03,Nn... don't leave yet... kiss me more...,嗯嗯……还不要离开……再多亲我一点……,んん…まだ離れないで…もっと、キスしてよ…,"으응, 아직 떨어지지 마. 좀 더 키스해 줘..",嗯嗯……還不要離開……再多親我一點……,余韻+キス,Ưm... đừng rút ra vội... hôn tớ thêm nữa đi...
SCENE_MAI_COWGIRL_MARKING_AFTER_02,Hehe... I'm all sticky with your saliva...,嘿嘿……都被你的口水弄得黏答答的……,へへ…あんたの唾液でベタベタじゃん…,헤헤.. 네 침으로 범벅됐잖아..,嘿嘿……都被你的口水弄得黏答答的……,余韻,Hê hê... dính đầy nước bọt của cậu rồi này...
SCENE_REINA_AHEN_KISS_3,Mmm...,啾……,ちゅ…,츄..,啾……,フェラキス,Chụt...
SCENE_REINA_AHEN_FELLATIO_4,Gulp...,吞……,ごくん…,꿀꺽..,吞……,フェラ,Nuốt...
SCENE_REINA_FELLATIO_PLAYING_01,Mmm... nnm... hah... nn...,啾……嗯唔……哈啊……嗯嗯……,ちゅ…んむっ…はぁ…んん…,츄.. 우읍.. 하아.. 우음..,啾……嗯唔……哈啊……嗯嗯……,フェラ,Chụt... ưm... hà... ưm...
SCENE_REINA_AHEN_FELLATIO_2,Nnmm...,嗯唔……,んむ…,우물..,嗯唔……,フェラ,Ưm...
SCENE_REINA_FELLATIO_PLAYING_02,Nn... yours... is getting harder and harder...,嗯嗯……您的……越来越硬了呢……,んん…あなたの…どんどん硬くなっていきますね…,으응.. 당신의 것.. 점점 더 단단해지고 있어요..,嗯嗯……您的……越來越硬了呢……,フェラ,Ưm... cái đó của anh... ngày càng cứng lên kìa...
SCENE_MAI_AHEN_KISS_4,*Wet kiss*...,啾噗……,ちゅぷ…,츄릅..,啾噗……,フェラ,Chụt...
SCENE_REINA_FELLATIO_PLAYING_03,Nnmm... my mouth... is so full... mmm... slurp...,嗯唔……嘴里……被塞得好满……啾……啾噜……,んむっ…お口の中が…いっぱいです…ちゅ…じゅるっ…,우웁.. 입 안에 가득해요.. 츄.. 쥬릅..,嗯唔……嘴裡……被塞得好滿……啾……啾嚕……,フェラ,Ưm... trong miệng em... ngập ngụa rồi... chụt... *chùn chụt*...
SCENE_REINA_AHEN_KISS_5,Lick...,舔……,ぺろ…,할짝..,舔……,舐める,Liếm...
SCENE_REINA_FELLATIO_PLAYING_04,Mmm... *slurp*... a little deeper... nnm... hah...,啾……啾噗……再深一点……嗯唔……哈啊……,ちゅ…ちゅぷ…もう少し深く…んむっ…はぁ…,츄.. 츕.. 좀 더 깊이.. 우읍.. 하아..,啾……啾噗……再深一點……嗯唔……哈啊……,フェラ,Chụt... *chụt*... sâu thêm tí nữa... ưm... hà...
SCENE_KONIAL_PRESS_PLAYING_01,Aaahn...! Hah...! S-stop...! Nnoooh...?!,啊啊……！哈啊……！住、住手……！嗯喔喔……？ ！,ぁあんっ…！はぁっ…！や…やめ…！んおぉぉっ…？！,아앙! 아앗..! 그.. 그만..! 오오오옷..?!,啊啊……！哈啊……！住、住手……！嗯喔喔……？！,びっくり,Á...! Hà...! D-dừng... dừng lại...! Ôi...?!
SCENE_KONIAL_PRESS_PLAYING_02,W-wait... oho...! C-calm down...! Hii?!,等、等一下……喔呵……！冷、冷静点……！咿？ ！,ちょっ……おほっ…！お、落ち着い…！ひいっ？！,잠까안.. 오옷..! 지.. 진정하고..! 이힛?!,等、等一下……喔呵……！冷、冷靜點……！咿？！,びっくり,Khoan...... á...! B-bình tĩnh...! Á?!
SCENE_KONIAL_PRESS_PLAYING_03,Nnooh...! Ngh...! S-so... so deep...!,嗯喔喔……！呜呃……！好、好……好深……！,んおぉっ…！ぐぅ…ッ！す、すごく…すごく深いぃ…～ッ！,오오옷..! 으응..!! 너무.. 너무 깊어..!!,嗯喔喔……！嗚呃……！好、好……好深……！,精神/心+おほ声 (壊れた喘ぎ声),Ôi...! Ư...! S-sâu... sâu quá đi mất...!
SCENE_KONIAL_PRESS_PLAYING_04,Ohoh...! O-oh... ogoh...!,喔呵……！喔、喔……喔咕……！,おほぉっ…！おっ…おごぉっ…！,오오옷..! 오오오옷..!!,喔呵……！喔、喔……喔咕……！,精神/心+おほ声 (壊れた喘ぎ声),A...! Ư...!
SCENE_REINA_MISSIONARY_KISS_PLAYING_04,I-I love you... I love you... aah...!,我、我爱你……最爱你了……啊啊……！,あ、愛してます…あなたを…ああん…！,사.. 사랑해요.. 당신.. 아앙..!,我、我愛你……最愛你了……啊啊……！,照れてる,E-em yêu anh... yêu anh nhiều lắm... á...!
SCENE_REINA_HANDJOB_PLAYING_01,Hah... like this... up and down...,哈啊……像这样……上下……,はぁ…こうして…上下に…,하읏.. 이렇게.. 위아래로..,哈啊……像這樣……上下……,照れてる,Hà... cứ thế này... tuốt lên tuốt xuống...
SCENE_REINA_MISSIONARY_KISS_PLAYING_03,Nn... I can hear... your heartbeat... hah...,嗯……我听得到……你的心跳声……哈啊……,んぅ…あなたの心臓の音…聞こえてます…はぁ…,으응.. 당신의 심장소리.. 들리고 있어.. 하아..,嗯……我聽得到……你的心跳聲……哈啊……,照れてる,Ưm... em nghe thấy... tiếng tim anh đập rồi... hà...
SCENE_CALL_REINA_ELNIKO,Elniko,Elniko,えるにこ,Elniko,Elniko,待機,Elniko
SCENE_REINA_HANDJOB_PLAYING_02,I-it's getting bigger... in my hand... Does it feel good?,它、它在我的手里……变大了……舒服吗？,わ、私の手の中で……大きくなってる……気持ちいい、ですか？,제.. 제 손에서.. 커지고 있어요.. 기분 좋으세요?,它、它在我的手裡……變大了……舒服嗎？,びっくり,N-nó đang to dần lên... trong tay em này... Anh có sướng không ạ?
SCENE_REINA_MISSIONARY_KISS_PLAYING_02,"Hah... it's embarrassing, but... please look into my eyes more...",哈啊……虽然很害羞……但请你多看着我的眼睛……,はぅっ…恥ずかしいですけど…もっと目、合わせてください…,하읏.. 부끄럽지만.. 눈 더 마주쳐 주세요..,哈啊……雖然很害羞……但請你多看著我的眼睛……,照れてる,Á... tuy ngượng lắm nhưng... anh hãy nhìn thẳng vào mắt em đi...
SCENE_REINA_HANDJOB_PLAYING_03,Something slippery is coming out... now it slides even better...,有什么黏黏的东西流出来了……变得更滑了呢……,何かとろっとしたのが出て…もっとヌルヌルになりましたね…,무언가 끈적한 게 나와서.. 더 미끌거려요..,有什麼黏黏的東西流出來了……變得更滑了呢……,照れてる,Có chất nhờn chảy ra rồi... trơn tuột hơn hẳn anh nhỉ...
SCENE_REINA_MISSIONARY_KISS_PLAYING_01,Mmm... aah...! Yes... doing it while we kiss... makes it even...,啾……啊啊……！好棒……一边接吻一边做……会更……,ちゅぅ…ああん…！いいです…キスしながら…すると…もっと…,츄웁.. 아앙..! 좋아요.. 키스하면서.. 하니까.. 더..,啾……啊啊……！好棒……一邊接吻一邊做……會更……,キス,Chụt... á...! Thích quá... vừa hôn vừa làm... sẽ càng sướng hơn...
SCENE_REINA_HANDJOB_PLAYING_04,Hah... my hand... smells so lewd now...,哈啊……我的手……沾上好色情的味道了……,はぁ…私の手に…いやらしい匂いが…ついちゃいました…,하아.. 제 손에.. 야한 냄새가.. 배어버렸어요..,哈啊……我的手……沾上好色情的味道了……,興味,Hà... tay em... bị vương mùi kích thích mất rồi...
SCENE_MAI_ANAL_CAT_AFTER_01,Ngh... nn... can't believe you really came inside...,嗯呃……嗯嗯……你竟然真的射进来了……,んぐっ…んん…ほんとに出しちゃうなんて…,으긋.. 으응.. 정말로 싸 버리다니..,嗯呃……嗯嗯……你竟然真的射進來了……,余韻,Ực... ưm... không ngờ cậu bắn vào trong thật luôn...
SCENE_REINA_AHEN_FELLATIO_3,Ngh...,嗯……,っ…,읏..,嗯……,喘ぎ,Ư...
SCENE_REINA_AHEN_7,Nn...!,嗯……！,んっ…！,응..!,嗯……！,喘ぎ,Ưm...!
SCENE_MAI_ANAL_CAT_AFTER_03,"...Mmm... it might not be bad... hurts a little, though...",……嗯……好像也不坏……虽然有点痛就是了……,…んー…悪くないかも…ちょい痛いけどさ…,..으응.. 나쁘지 않네.. 아프긴 하지만..,……嗯……好像也不壞……雖然有點痛就是了……,余韻+笑顔,...Ưm... cũng không tệ lắm... hơi thốn chút thôi...
SCENE_MAI_AHEN_4,Ah...!,啊……！,あっ…！,앗..!,啊……！,喘ぎ,Á...!
SCENE_MAI_ANAL_CAT_AFTER_02,...I never thought... the whole thing would fit...,……没想到……竟然真的整根都进来了……,…まさか全部入るとか…思わなかったし…,..설마 전부 들어올 줄 몰랐어..,……沒想到……竟然真的整根都進來了……,余韻,...Tớ không ngờ... đút sâu hết lút cán được luôn đấy...
SCENE_BUTLER_AHEN_5,Kyan...!,呀嗯……！,きゃんっ…！,꺄앙..!,呀嗯……！,喘ぎ,Á...!
SCENE_BUTLER_AHEN_2,...Hoo...,……呼……,…ふぅっ…,..흐읏..,……呼……,喘ぎ,...Phù...
SCENE_REINA_AHEN_4,Ah...!,啊……！,あ…！,아..!,啊……！,喘ぎ,Á...!
SCENE_BUTLER_AHEN_1,...Hah...,……哈呜……,…はぅ…,..하으..,……哈嗚……,喘ぎ,...Ư...
SCENE_REINA_AHEN_8,Hah...,哈啊……,はぁ…,하아..,哈啊……,喘ぎ,Hà...
SCENE_BUTLER_AHEN_9,...Kuh...,……呃……,…くっ…,..흣..,……呃……,喘ぎ,...Ư...
SCENE_MAI_DOGGY_DOOR_AFTER_03,My belly... is packed full... with your semen...,肚子里……被你的精液……撑得好满……,お腹ん中まで…パンパンじゃん…あんたの精液…,뱃속까지 가득 차 버렸어.. 네 정액..,肚子裡……被你的精液……撐得好滿……,余韻,Trong bụng tớ... căng tràn luôn rồi... toàn là tinh dịch của cậu...
