Type,EventID,Korean,Vietnamese,SourceFile,Line
choice,a10,"...이.. 입?!","...C-Miệng của cậu?",e_fella.dtl,66
mai,a11,"그래. 내 입 말이야. 아..","Ừ, miệng tớ ấy. A...",e_fella.dtl,68
narration,a12,"그 말을 하며 마이는 붉은 입술을 벌려 입안을 보여준다.","Khi cô ấy nói điều này, cô ấy hé đôi môi đỏ mọng của mình ra và cho tôi xem bên trong miệng cô ấy.",e_fella.dtl,69
narration,a13,"타액 가득한 혓바닥과 안쪽까지 드러난 목구멍이 자아를 가진 듯 꿈틀댄다. 입천장에서 고여있던 침이 실을 이루며 바닥으로 떨어진다.","Lưỡi ướt nước miếng và họng sâu như có ý thức riêng. Nước dãi chảy từ môi bóng.",e_fella.dtl,70
narration,a14,"아무리 갸루라도.. 이정도로 개방적일 수 있는 건가?","Dù là gal thì... có thể thoải mái đến mức này sao...?",e_fella.dtl,71
mai,a15,"여기는 티비나 만화책도 없고..","Ở đây không có TV hay truyện tranh...",e_fella.dtl,73
mai,a16,"내.. 내 핸드폰은 안 된다? 프라이버시 라는 거 알지?","Đ-điện thoại của tớ thì không được đâu? C-quyền riêng tư ấy?",e_fella.dtl,75
mai,a17,"여성의 핸드폰을 마음대로 빌려 줄 순 없다고.","Không thể cho mượn điện thoại con gái được đâu nha~~~",e_fella.dtl,76
mai,a18,"그러니 남은 건 이 정도뿐일까.. 그동안 난 하던 대로 폰 가지고 놀면 되니까.","Vậy là gần như tất cả những gì còn lại... Và tôi có thể tiếp tục chơi trên điện thoại trong khi chúng ta làm việc đó.",e_fella.dtl,77
mai,a19,"왜? 별로 안 내켜? 남자들은 툭하면 자위하지 않아?","Cái gì? Không cảm thấy nó? Dù sao thì các chàng trai cũng không giật mình khi đánh rơi chiếc mũ sao?",e_fella.dtl,79
mai,a1a,"아 그러면 혼자 손으로 해결할래? 못 본 척 할테니까!","Ồ, hay cậu muốn tự mình xử lý nó hơn? Tôi sẽ hoàn toàn giả vờ như không nhìn thấy gì.",e_fella.dtl,81
narration,a1b,"입을 환하게 벌린 채 이야기하느라 넘치는 타액이 입술에서 흘러나와 턱을 따라 흘러 그녀의 가슴에 떨어진다.","Vì nói chuyện khi há miệng, nước miếng tràn từ môi chảy xuống cằm rớt lên ngực.",e_fella.dtl,82
narration,a1c,"그녀는 개의치 않는 듯 핸드폰과 나를 번갈아 보며 혓바닥을 꿈틀거린다.","Cô ấy dường như không quan tâm chút nào, liếc nhìn điện thoại và tôi trong khi lè lưỡi khêu gợi.",e_fella.dtl,83
narration,a1d,"이 이상은 묻지 않겠다는 듯 타액 범벅인 입을 닫기 직전, 나는 터질듯한 바지춤을 붙잡으며 다급히 외친다.","Như muốn nói đừng hỏi nữa, ngay trước khi ngậm miệng lại đầy nước dãi... tôi vội la lên níu quần sắp nổ.",e_fella.dtl,84
choice,a1e,"아 아니! ..부..부탁합니다!","K-không!... Nhất định...! N-nhờ cậu!",e_fella.dtl,85
choice,a1f,"입으로 하게 해 주세요!","Cho tớ được bú!",e_fella.dtl,86
mai,a20,"헤헤, 뭐야. 오락가락하기는.","Hì hì, gì thế kia. Trông cậu có vẻ hào hứng ra mặt rồi đấy.",e_fella.dtl,88
mai,a21,"좋아 그럼 바지 내려볼래? 여기 앉아 있을 테니.","Được rồi, cậu có muốn kéo quần xuống không? Tôi sẽ ngồi ngay đây.",e_fella.dtl,89
mai,a22,"(...톡 토톡..) 헤헤.","(...cạch cạch...) Hehe...",e_fella.dtl,96
mai,a23,"(토톡..) 아! 다 됐어? 잠시만. 이 답장만 하고~","(Cạch...) A! Chuẩn bị xong? Chờ tí, gửi trả lời này đã.",e_fella.dtl,97
mai,a24,"(..톡토톡..) 됐다.. 그럼..","(...cạch cạch...) Ok! Vậy thì...",e_fella.dtl,98
mai,a25,"탐색하는 데 열심히였으니까. 힐링 타임도 있어야겠지~","Cả buổi thám hiểm vất vả rồi~ Cũng cần giờ hồi phục chứ~",e_fella.dtl,99
mai,a26,"딱히 즐겁게 할 수 있는게 생각나지 않아서 말이야.","Tôi chỉ không thể nghĩ ra điều gì thú vị khác để làm.",e_fella.dtl,100
mai,a27,"대신 몇번이고 내 입으로 빼도 좋으니까. 물론 다음 칸으로 서두르면 좋겠지만.","Thay vào đó muốn xả mấy lần bằng miệng tớ cũng được. Dĩ nhiên nhanh qua toa kế thì tốt.",e_fella.dtl,101
mai,a28,"잠시 기다려 봐. 침을 모으고..","Đợi một chút. Để tôi nhổ một ít...",e_fella.dtl,102
mai,a29,"우물우물..","Nhồm nhoàm...",e_fella.dtl,103
mai,a2a,"움움.. 쟈아~..","Ừm... vậy nhé~...",e_fella.dtl,104
mai,a2b,"아아~","A~",e_fella.dtl,105
mai,a2c,"이고헤 자지 너어 저..","Hãy nhét cặc của cậu vào đây...",e_fella.dtl,106
mai,a2d,"대힌 네가 직접 흔드는 거아? 나 폰 해야 하니까..","Cậu có tự đẩy mình không, được chứ? Tôi phải dùng điện thoại của mình...",e_fella.dtl,107
mai,a2e,"싸고 시퍼지면 입에 싸.. 폰에 묻으면 안대.","Sắp ra thì bắn vô miệng... dính vô điện thoại là phiền.",e_fella.dtl,108
narration,a2f,"눈앞에 최상급의 갸루가 입을 벌린 채, 내 자지가 들어오기를 기다리고 있다.","Ngay trước mắt tôi, một con gyaru thượng hạng đang há miệng chờ đợi con cặc của tôi.",e_fella.dtl,109
narration,a30,"이 사실만으로도 사정해버릴 거 같았지만. 그녀의 축축한 입안을 마음껏 쓸 수 있다는 사실에 필사적으로 참아낸다.","Chỉ nghe vậy thôi cũng muốn bắn. Nhưng trước sự thật được dùng miệng nóng hổi của cô ấy thỏa thích, cố nhịn.",e_fella.dtl,110
narration,a31,"천천히. 떨리는 마음으로 그녀의 입구멍 안으로 자지를 집어 넣는다.","Chậm rãi... tim đập thình thịch, tôi đưa cặc vào miệng cô ấy.",e_fella.dtl,111
mai,a32,"우움.. 톡 토톡..","Ừm... cạch cạch...",e_fella.dtl,113
mai,a33,"이 강아지 영상 귀여워~ 정말이지 치유된다니까.","Video về chú chó con này thật dễ thương... Nghiêm túc mà nói, nó thật dễ chịu.",e_fella.dtl,114
mai,a34,"... 웅? 다 끝나써? 아아 끝나꾸나.","...Hử? Xong rồi à? A, Xong rồi à~.",e_fella.dtl,115
mai,a35,"벌써 시간이 이렇게 지났네..웃!","Whoa, đã nhiều thời gian trôi qua rồi sao...? Ôi!",e_fella.dtl,116
mai,a36,"..입안에 정액 가득해.","Trong miệng... đầy tinh dịch rồi.",e_fella.dtl,117
mai,a37,"뱉고 오기 귀찮은데..","Đi nhổ ra lười quá~...",e_fella.dtl,118
mai,a38,"(꿀꺽)","(Ực)",e_fella.dtl,119
choice,a39,"저.. 전부 삼켰어?","Ể... uống hết rồi à?",e_fella.dtl,120
mai,a3a,"하아~ 이상한 느낌.","Haa~ cảm giác kỳ lạ.",e_fella.dtl,121
mai,a3b,"응, 왜 그래?","Ừ, sao thế?",e_fella.dtl,122
choice,a3c,"저기 마이는..","Ừm, Mai, cậu...",e_fella.dtl,123
choice,a3d,"이런 거에 익숙해?","...Đã quen với những thứ này rồi à?",e_fella.dtl,124
mai,a3e,"이런 거? 펠라치오 말하는 거야?","Ý cậu là... bú cặc á?",e_fella.dtl,125
mai,a3f,"으응.. 영상이라던가 친구들 얘기로는 많이 들었는데 실제로는 처음 해보는 걸.","Ừm... Tớ xem video với nghe bạn bè kể suốt rồi, nhưng đây là lần đầu tiên tự mình làm chuyện này đấy.",e_fella.dtl,126
mai,a40,"왜? 서툴러서 기분 안 좋았어?","Sao? Tớ bú dở quá hả?",e_fella.dtl,127
choice,a41,"아니, 기분은 무척 좋았지만.","Không, cảm giác thật tuyệt vời, nhưng...",e_fella.dtl,128
choice,a42,"거부감이 전혀 없어서..","Cậu chẳng có chút phản kháng nào, nên...",e_fella.dtl,129
mai,a43,"그런가? 자지를 입 안에 넣을 뿐이니까. 어려울 것도 없거든. 핸드폰 보면서도 충분히 할 수 있고.","Dùng lưỡi liếm láp thế này cũng vui phết, tuy hơi mỏi quai hàm tí... nhưng thấy cậu sướng thế kia thì tớ chịu được hết. Hì hì.",e_fella.dtl,130
mai,a44,"혀로 구석구석 핥는 거 재밌기도 하고, 턱은 좀 아프지만.. 네가 기분 좋으니까 그 정도는 참을 수 있어. 헤헷.","Liếm từng inch bằng lưỡi của tôi thực sự khá thú vị, và vâng, quai hàm của tôi hơi đau, nhưng... cậu đang cảm thấy dễ chịu, nên tôi có thể xử lý được. Hehe...",e_fella.dtl,131
narration,a45,"방금까지 내 자지를 빨아대던 마이는 언제 그랬냐는 듯 핸드폰의 영상에 집중하기 시작한다.","Mai, người vừa bú cặc tôi cách đây không lâu, chuyển sự chú ý sang đoạn video trên điện thoại như không có chuyện gì xảy ra.",e_fella.dtl,132
mai,a46,"꺄아~ 이 앞발 좀 봐! 털뭉치 한번 만져보고 싶어!","Chà! Nhìn mấy cái chân này kìa! Muốn sờ quá~!",e_fella.dtl,133
mai,a47,"하아~ 이번 영상도 좋았어. 아아~! 연관 영상의 이 썸네일, 안 눌러볼 수 없잖아!","Haa~ video này cũng hay. Á! Hình thumbnail đề xuất này, không nhấn sao được!",e_fella.dtl,134
choice,a48,"그럼 영상 보는 동안..","Thế... trong lúc cậu đang xem video thì...",e_fella.dtl,135
choice,a49,"한번 더 써도 될까? 마이의 입..","Dùng thêm lần nữa được không? Miệng Mai...",e_fella.dtl,136
mai,a4a,"어? 그래, 좋아~","Ờ? Được thôi~",e_fella.dtl,137
narration,a4b,"그 이후로도 마이의 입을 도구처럼 사용해 쌓인 정액을 모두 빼낸다.","Sau đó tôi dùng miệng Mai như onahole, xả hết tinh trùng dồn nén.",e_fella.dtl,138
narration,a4c,"지금껏 경험해보지 못한 자극에 평소보다 많은 양이 나왔는데도 마이는 불평하지 않고 계속해서 내 자지를 받아준다.","Kích thích chưa từng thấy, tôi xuất nhiều hơn mọi khi. Nhưng Mai chẳng phàn nàn, vẫn tiếp nhận cặc tôi.",e_fella.dtl,139
narration,a4d,"영상에 그만큼 심취해서인지는 모르겠지만..","Chắc cô ấy mê xem video tới mức không để ý...",e_fella.dtl,140
narration,a4e,"한참이 지난 후.. 불알이 텅텅 빌 정도로 빼냈다. 시간이 얼마나 지난 거지?","Sau những gì tưởng chừng như mãi mãi... Tôi kiệt sức cho đến khi bi của tôi hoàn toàn trống rỗng. Đã bao lâu rồi nhỉ?",e_fella.dtl,144
mai,a4f,"...","...",e_fella.dtl,145
choice,a50,"마이.. 이제 출발해야겠어..","Mai... có lẽ chúng ta nên đi thôi...",e_fella.dtl,146
choice,a51,"시간이 꽤 지나서.","Đã khá lâu rồi.",e_fella.dtl,147
mai,a52,"어 응?","Ể, ừ?",e_fella.dtl,148
mai,a53,"너무 오래 있었다고? 우리 얼마나 쉬었지?","Nghỉ lâu quá hả? Tụi mình nghỉ bao lâu rồi?",e_fella.dtl,149
choice,a54,"30분 정도.","Khoảng 30 phút.",e_fella.dtl,150
mai,a55,"..뭐어?! 벌써 그렇게 지났어?","...Hả?! Lâu vậy rồi à!?",e_fella.dtl,152
mai,a56,"히잉.. 더 놀고 싶어. 저기. 내 입 더 쓸래? 자 아~","Hix... muốn chơi nữa. Này, dùng miệng tớ nữa không? Đây, a~",e_fella.dtl,154
choice,a57,"으읏. 아 안돼.","Hự... Kh-không, không được đâu.",e_fella.dtl,155
choice,a58,"벌써 마이의 입으로 5발은 뺐으니까..","Tôi đã nói xong năm lần trong miệng cô rồi Mai...",e_fella.dtl,156
mai,a59,"5번이나?! 언제 그렇게 많이 쓴 거야.","Năm lần?! Khi nào cậu thậm chí còn làm điều đó nhiều như vậy?!",e_fella.dtl,158
mai,a5a,"하아, 그래~ 아쉽지만. 정말 출발해야겠네.","Haa, vậy hả~ tiếc nhỉ. Thiệt tình phải lên đường thôi.",e_fella.dtl,160
mai,a5b,"다음에 또 쉬고 싶어지면 언제든 말하도록 해!","Lần sau muốn nghỉ ngơi, chỉ cần nói một lời thôi!",e_fella.dtl,161
mai,a5c,"절대 내가 놀고 싶어서가 아니니까. 그땐 지금처럼 내 입 빌려줄게!","Không phải tại tớ muốn chơi đâu nha. Lúc đó lại cho mượn miệng nữa!",e_fella.dtl,163
mai,17a4,"..침 좀 더 발라줄까? 너도 가슴 참 좋아한다니깐.","...Nhét thêm nước miếng nhé? Cậu đúng là thích ngực thật đấy~",e_mai_full_doggy.dtl,10
narration,17a5,"눈을 슬쩍 뜨자 정성스레 가슴을 모아 파이즈리 중인 마이의 모습이 보인다.","He hé mắt, thấy Mai đang chăm chú kẹp ngực cho tôi.",e_mai_full_doggy.dtl,13
narration,17a6,"가슴에 감싸인 내 자지에 집중하면서도 내 얼굴을 보며 기분을 살핀다.","Dù đang tập trung dùng bầu ngực kẹp lấy con cặc của tôi, cô ấy vẫn không ngừng quan sát khuôn mặt tôi để dò xét xem tôi có đang thấy sướng hay không.",e_mai_full_doggy.dtl,14
mai,17a7,"귀두 뒤쪽도 유두로 비벼주는 거 좋아하지? 이렇게..","Cậu cũng thích khi tôi dùng núm vú của mình chà xát mặt sau quy đầu của cậu, phải không? Như thế này...",e_mai_full_doggy.dtl,15
narration,17a8,"딱딱히 솟은 유두를 귀두에 비비기 시작하자 더욱 자극적인 감각에 반사적으로 허리를 움찔한다.","Khi núm vú cứng ngắc của cô ấy bắt đầu cọ xát vào quy đầu của tôi, sự kích thích đột ngột khiến hông tôi giật lên theo phản xạ.",e_mai_full_doggy.dtl,16
mai,17a9,"아앗, 하흐읏. 갑자기 움직이지 마.","Á!... Ừm... đ-đừng cử động đột ngột.",e_mai_full_doggy.dtl,17
narration,17aa,"유두가 갑작스레 짓눌려지자 마이는 참았던 신음을 흘린다.","Khi núm vú của cô đột ngột bị ấn xuống, Mai buông ra tiếng rên rỉ mà cô đã kìm nén bấy lâu nay.",e_mai_full_doggy.dtl,18
narration,17ab,"스윽.. 스윽. 쥬르륵","Bẹp... sột sột... ừng ực...",e_mai_full_doggy.dtl,19
narration,17ac,"언제나처럼 탐색을 마친 후엔 기다렸다는 듯 서로의 몸을 탐한다.","Như mọi khi, thời điểm cuộc khám phá kết thúc, chúng tôi nóng lòng muốn ăn tươi nuốt sống cơ thể của nhau.",e_mai_full_doggy.dtl,20
narration,17ad,"그만큼 마이도 나의 기분 좋은 곳을 전부 알게 되어 쾌감은 갈수록 커져 간다.","Mỗi lần Mai cũng nhớ chỗ sướng của tôi, khoái cảm càng lớn.",e_mai_full_doggy.dtl,21
mai,17ae,"항상 어떻게 참는 지 모르겠단 말이야. 역시 내가 잔뜩 정액 빼주면 안 되지?","...Thường ngày nhịn kiểu gì thế? Hay là để tôi xả tinh trùng cho nhỉ?",e_mai_full_doggy.dtl,22
mai,17af,"점점 처리해 주는 주기도 짧아지고. 완전 성욕 괴물이 된거 같아.. 흐응.","Khoảng cách xử lý ngày càng ngắn, thành quái vật dục vọng rồi hả?... Ừm...",e_mai_full_doggy.dtl,23
narration,17b0,"그렇게 말하며 가슴을 양 팔로 더 세게 모은다. 압박된 귀두와 내 표정을 보며 요망한 미소를 짓는다.","Vừa nói, cô ấy vừa dùng tay ép ngực chặt hơn. Vừa nhìn quy đầu bị nén vừa nhìn mặt tôi, nở nụ cười yêu mị.",e_mai_full_doggy.dtl,24
mai,17b1,"뭐, 나도 좋아하니까. 특히 바로 눈앞에서 네 표정 보는 거 좋아. 숨겨지지 않거든.. 봐봐. 이렇게 하며언.","Vâng, tôi cũng thích nó. Đặc biệt là ngắm nhìn khuôn mặt của cậu thật gần. Cậu không thể giấu bất cứ điều gì... Nhìn này. Khi tôi làm điều này...",e_mai_full_doggy.dtl,25
narration,17b2,"철퍽, 철퍽, 철퍽, 철퍽.","Bộp, bộp, bộp, bộp.",e_mai_full_doggy.dtl,27
narration,17b3,"위아래로 가슴이 흔들리는 속도가 더 빨라진다. 중량감있는 두 지방이 허벅지에 닿으며 야한 소리가 더 커진다.","Tốc độ ngực lắc lên xuống càng nhanh. Hai khối mỡ nặng đập vào đùi phát ra âm thanh dâm dục lớn.",e_mai_full_doggy.dtl,28
narration,17b4,"금방이라도 자극에 사정감이 올라온다.","Cơn kích thích đó khiến khoái cảm bắn tinh dồn dập kéo đến.",e_mai_full_doggy.dtl,29
choice,17b5,"으읏, 마이.. 짓궂어.","Hự, Mai... Cậu thích trêu tớ thế cơ à.",e_mai_full_doggy.dtl,30
choice,17b6,"여기서 싸버릴 수는..","Sắp ra mất...",e_mai_full_doggy.dtl,31
mai,17b7,"히힛, 쌀 거 같아? 으응..? 쥬르릅.. 베에.","Hihí, sắp ra hả? Ừm...? Chụt... bệ...",e_mai_full_doggy.dtl,32
narration,17b8,"마찰로 인해 타액과 쿠퍼액이 마르며 비벼지는 자극이 세질때 쯤 마이는 침을 모아 가슴골 사이로 흘려보낸다.","Khi lực ma sát làm nước bọt và nước nhờn dần khô đi, khiến cơn kích thích càng thêm mãnh liệt, Mai liền gom nước bọt rồi để nó chảy xuống khe ngực.",e_mai_full_doggy.dtl,33
narration,17b9,"끈적한 액체가 자지 곳곳에 스며드는 기분에 표정이 쾌감으로 일그러진다.","Cảm giác chất lỏng nhầy nhụa thấm khắp cặc khiến mặt tôi biến dạng vì sướng.",e_mai_full_doggy.dtl,34
mai,17ba,"하아앗~ 그 표정 좋아. 얼굴 똑바로 보여줘.","Haa... mặt đó, ngon đấy. Quay sang đây coi.",e_mai_full_doggy.dtl,35
narration,17bb,"마이는 평정심을 잃은 내 얼굴을 확실하게 기억하려는 듯 숨이 닿을 정도로 다가온다.","Mai dí mặt sát tới mức thấy hơi thở, như muốn ghi nhớ khuôn mặt mất bình tĩnh của tôi.",e_mai_full_doggy.dtl,36
