key,en,jp,ko,zh,cn
<!MissingKey:575:And she's gone. What's she always so busy with anyway?>,And she's gone. What's she always so busy with anyway?,…行っちゃった。てかあいつ、いっつも何がそんなに忙しいわけ？,가 버렸네. 항상 뭐가 저리 바쁜거야?,她走了耶，到底整天在忙什麼啊？,她走了耶，到底整天在忙什么啊？
<!MissingKey:576:Haa... Ahnn... Fill me up... Inside my womb. Every last drop of your cum!>,Haa... Ahnn... Fill me up... Inside my womb. Every last drop of your cum!,はっ…はぁっ…！ぁはぁっ…んぅ…っ…！…さぁ…いっぱい…出せっ……子宮の中に…溜め込んだ精液…全部だ…っ！！,하아.. 아응.. 가득 싸버리라고.. 자궁 안에. 모아놓은 정액 전부!,哈啊……啊嗯……全部射進來……射進子宮裡面……把存起來的精液全部都射進來！,哈啊……啊嗯……全部射进来……射进子宫里面……把存起来的精液全部都射进来！
<!MissingKey:577:>,,,Dislike,,
<!MissingKey:578:As the Lust continues to build up... even someone like Lamashtu won't be able to endure it...>,As the Lust continues to build up... even someone like Lamashtu won't be able to endure it...,情念が蓄積し続ければ…いかにラマシュトゥといえどその影響を抗しきれなくなるでしょう…,계속해서 정념이 쌓여가면.. 아무리 라마슈투라고 해도 견디지 못 할 테죠..,隨著情念不斷累積……就算是拉瑪什圖也撐不住吧……,随着情念不断累积……就算是拉玛什图也撑不住吧……
,,,,,
"<!MissingKey:580:And I lost control of my own emotions, ended up showing you this shameful side... Is it... a turn-off...?>","And I lost control of my own emotions, ended up showing you this shameful side... Is it... a turn-off...?",自分の感情を抑えきれなくて、こんな姿を…晒してしまいました。その…引いちゃいましたか…？,"스스로의 감정을 주체 못하고, 지금같은 꼴을 보이고 말았어요. 좀.. 별로인가요..?",結果控制不住自己的情緒，呈現出這副樣子……你會覺得……不太好嗎……？,结果控制不住自己的情绪，呈现出这副样子……你会觉得……不太好吗……？
<!MissingKey:581:It must be because they've divided the storage areas by time period.>,It must be because they've divided the storage areas by time period.,集めた時期ごとに、保管する区画を分けているからだろうな。,시기별로 보관 구획을 나눠서겠지.,應該是按照年代分區保管的吧。,应该是按照年代分区保管的吧。
<!MissingKey:582:It feels like I can be more honest with my instincts than usual...>,It feels like I can be more honest with my instincts than usual...,いつもより本能に…欲求に素直になれる感じがして…,평소보다 본능에 솔직해 지는 느낌이라..,有種比平常更能坦然面對本能的感覺……,有种比平常更能坦然面对本能的感觉……
<!MissingKey:583:Kyaah!>,Kyaah!,ひゃぁあっ…！,꺄앗!,呀啊！,呀啊！
<!MissingKey:584:...(press) (press)>,...(press) (press),……(ぐっ)(ぐっ),...(꾸욱)(꾸욱),嗯……（用力）,嗯……（用力）
<!MissingKey:585:Your cock is trembling uncontrollably... Please do not hold back...>,Your cock is trembling uncontrollably... Please do not hold back...,おちんちんが…震えてらっしゃいます…我慢なさらなくても…よろしいのですよ…,자지가 견딜 수 없이 떨립니다.. 참지 않으셔도 됩니다..,肉棒在不停地顫抖……您不用忍耐……,肉棒在不停地颤抖……您不用忍耐……
,,,,,
<!MissingKey:587:...Oh my. Have you fallen asleep? ...Well. I suppose a little rest wouldn't hurt.>,...Oh my. Have you fallen asleep? ...Well. I suppose a little rest wouldn't hurt.,…あら。眠っちゃったんですか？…まあ、少し休んでいくのもいいかもしれません。,.. 어머. 잠든 건가요? ..뭐. 잠시 쉬어가는 것도 좋겠죠.,……哎呀，睡著了嗎？……算了。稍微休息一下也好呢。,……哎呀，睡着了吗？ ……算了。稍微休息一下也好呢。
<!MissingKey:588:Mai.>,Mai.,舞。,마이.,舞。,舞。
,,,,,
<!MissingKey:590:Maybe that wasn't enough for Reina. Should I have been more expressive?>,Maybe that wasn't enough for Reina. Should I have been more expressive?,怜奈にとっては、それだけでは物足りなかったのかもしれない。もっとちゃんと伝えるべきだったのかな？,레이나에겐 그것만으로 부족하다고 느껴온 걸지도 모르겠네. 좀 더 표현했어야 하는 걸까?,怜奈或許一直覺得光是這樣還不夠吧。我是不是應該更明確地表達才對？,怜奈或许一直觉得光是这样还不够吧。我是不是应该更明确地表达才对？
<!MissingKey:591:Did you change your bra or something?>,Did you change your bra or something?,もしかしてブラジャー替えた？,혹시 브래지어 바꿔 입었어?,妳該不會換了胸罩？,妳该不会换了胸罩？
<!MissingKey:592:Is this... too much to ask?>,Is this... too much to ask?,…やっぱり…無理なお願いでしょうか…？,혹시.. 너무 무리한 부탁일까요?,這個……會不會太強人所難了？,这个……会不会太强人所难了？
"<!MissingKey:593:Yeah, of course. I thought it'd just be a bunch of miscellaneous items, but seeing it in person totally changed my mind.>","Yeah, of course. I thought it'd just be a bunch of miscellaneous items, but seeing it in person totally changed my mind.",うん、もちろん。ただのガラクタなのかと思ってたけど、実際に見たら考え変わったし。,"응, 물론이지. 그저 잡동사니일 거라 생각했는데 실제로 보니 생각이 바뀌었어.",嗯，當然啦，本來以為只是些雜物，實際看過之後想法完全改觀了。,嗯，当然啦，本来以为只是些杂物，实际看过之后想法完全改观了。
<!MissingKey:594:I'm positive they were wearing their Season 2 final battle costumes before.>,I'm positive they were wearing their Season 2 final battle costumes before.,元は絶対2期最終決戦の衣装だったのに。,분명 원래는 2기 최종결전의 복장이었는데.,明明原本是第二季最終決戰的服裝。,明明原本是第二季最终决战的服装。
"<!MissingKey:595:Feels so good... Wait, that's not what I meant!>","Feels so good... Wait, that's not what I meant!",気持ちいい…じゃなくて…！,기분 좋아.. 가 아니고.,好舒服……才不是啦。,好舒服……才不是啦。
<!MissingKey:596:The troublesome Train 45 was secretly sold overseas by the company... or scrapped. The rumors ran wild for a while...>,The troublesome Train 45 was secretly sold overseas by the company... or scrapped. The rumors ran wild for a while...,厄介者だった45番電車を、会社がこっそり売り払っただとか…秘密裏に廃車処分にしただとか。様々な噂が立ちましたが…,골치거리였던 45번 전차를 회사에서 몰래 다른 나라로 넘겼다던가.. 폐차 처리를 했다던가. 소문은 무성하다가..,說什麼那班麻煩的45號列車被公司偷偷賣到其他國家了……還是報廢處理了……謠言滿天飛……,说什么那班麻烦的45号列车被公司偷偷卖到其他国家了……还是报废处理了……谣言满天飞……
,,,,,
<!MissingKey:598:Hnaaah... The way you're touching me is so dirty...>,Hnaaah... The way you're touching me is so dirty...,んあぁっ…触り方、エッチですぅ…,흐아앗.. 만지는 방법 야해요..,呼啊啊……您摸的方式好色情……,呼啊啊……您摸的方式好色情……
"<!MissingKey:599:And also, I'm... curious, I suppose. I want to see it... Your... cock.>","And also, I'm... curious, I suppose. I want to see it... Your... cock.",それに、私も…興味というか…一度見てみたいんです…その…おちんちん…,"그리고, 저도.. 호기심이랄까. 한번 보고 싶어요.. 당신의.. 자지.",而且，我也……怎麼說呢，有點好奇……想看看……您的……陰莖。,而且，我也……怎么说呢，有点好奇……想看看……您的……阴茎。
<!MissingKey:600:You're...>,You're...,あなたは…,당신은..,妳是剛剛的……,妳是刚刚的……
,,,,,
<!MissingKey:602:...Haahh... Nngh... ...Now... get hard again... Hurry...>,...Haahh... Nngh... ...Now... get hard again... Hurry...,…はぁ…んっ…ほら…また…立たせてください…早く…,..하으.. 으읏.. ..자.. 다시.. 세워 보세요.. 어서..,……哈嗯……嗯嗯……來……再……硬起來……快……,……哈嗯……嗯嗯……来……再……硬起来……快……
,,,,,
,,,,,
<!MissingKey:605:Yeaah... haa... chu... You can put it in. I'll allow it.>,Yeaah... haa... chu... You can put it in. I'll allow it.,そうかぁ…はぁ…ちゅっ…入れてもいいぞ……許す…！,그래에.. 하아.. 츄.. 넣어도 돼. 허락할게.,好啊……哈啊……啾……你可以進來了，我准許了。,好啊……哈啊……啾……你可以进来了，我准许了。
<!MissingKey:606:Aaahn...! Ah... mmnh! Mmnh... This... feels so good...>,Aaahn...! Ah... mmnh! Mmnh... This... feels so good...,あぁんっ…！あっ…んんっ！んんっ…これ、気持ちいいですぅ…！,아앙..! 앗.. 으응! 으응.. 이거.. 기분 좋아앗..,啊啊……！啊……嗯嗯！嗯嗯……這個……好舒服啊啊……,啊啊……！啊……嗯嗯！嗯嗯……这个……好舒服啊啊……
"<!MissingKey:607:W-Wait, it's gonna tear completely... Nnh!>","W-Wait, it's gonna tear completely... Nnh!",ちょ…ちょっと、全部破けちゃうって…！,"자.. 잠깐, 다 찢어져 버려.. 읏!",等、等一下，會全部撕破的……嗯！,等、等一下，会全部撕破的……嗯！
