key,jp,ko,vi
<!MissingKey:718:きょ、交尾なんかするのは、人間だけだ！お前が、突かなければ、こんなもの、知らずに、生きていられたのに…>,きょ、交尾なんかするのは、人間だけだ！お前が、突かなければ、こんなもの、知らずに、生きていられたのに…,교.. 교미 따위를 하는 건 인간 뿐이라고! 네 녀석이 박아대지만 않았어도 이따위 것 모르고 살았을 텐데..,きょ、交尾なんかするのは、人間だけだ！お前が、突かなければ、こんなもの、知らずに、生きていられたのに…
,,,
<!MissingKey:720:心配するな。>,心配するな。,걱정하지 마.,心配するな。
<!MissingKey:721:舞さん…実は。>,舞さん…実は。,마이 양.. 실은.,舞さん…実は。
<!MissingKey:722:大胆だけど、どうやら、浜辺で着るには、無理があるな。へへ。>,大胆だけど、どうやら、浜辺で着るには、無理があるな。へへ。,과감하지만 아무래도 해변에서 입기엔 무리가 있네. 헤헤.,大胆だけど、どうやら、浜辺で着るには、無理があるな。へへ。
<!MissingKey:723:へへ、不思議だろ？理由は、分からないけど、結果は、絶対に、間違ったことがないってこと。>,へへ、不思議だろ？理由は、分からないけど、結果は、絶対に、間違ったことがないってこと。,"헤헤, 신기하지? 이유는 모르겠지만 결과는 절대 틀린 적 없다는 말씀.",へへ、不思議だろ？理由は、分からないけど、結果は、絶対に、間違ったことがないってこと。
<!MissingKey:724:探索の、助けになる記念品も、多いからな。ずっと、速く、探索できるはずだ。>,探索の、助けになる記念品も、多いからな。ずっと、速く、探索できるはずだ。,탐색에 도움이 되는 기념품도 많으니까. 훨씬 더 빠르게 탐색할 수 있을거야.,探索の、助けになる記念品も、多いからな。ずっと、速く、探索できるはずだ。
<!MissingKey:725:でも…さっき言ってた、他の終着点って何？>,でも…さっき言ってた、他の終着点って何？,그런데.. 아까 말한 다른 종착점들은 뭐야?,でも…さっき言ってた、他の終着点って何？
,,,
<!MissingKey:727:この電車…かなり、長い間、止まっていません。>,この電車…かなり、長い間、止まっていません。,이 전차.. 상당히 오래동안 멈추지 않고 있어요.,この電車…かなり、長い間、止まっていません。
,,,
,,,
<!MissingKey:730:そんな…それでしたら。何とぞ、よろしくお願いいたします。不慣れではございますが、精一杯、努めさせていただきます…。>,そんな…それでしたら。何とぞ、よろしくお願いいたします。不慣れではございますが、精一杯、努めさせていただきます…。,그런.. 그렇다면. 부디 부탁드리겠습니다. 서툴겠지만. 최대한 노력하겠습니다..,そんな…それでしたら。何とぞ、よろしくお願いいたします。不慣れではございますが、精一杯、努めさせていただきます…。
<!MissingKey:731:今日の気分は、どうだったんだ？>,今日の気分は、どうだったんだ？,오늘 기분은 어땠는데?,今日の気分は、どうだったんだ？
"<!MissingKey:732:[if {MetaProgression.has_read_event(""t_cook"")} 料理(完了)/料理]>","[if {MetaProgression.has_read_event(""t_cook"")} 料理(完了)/料理]","[if {MetaProgression.has_read_event(""t_cook"")} 요리(완료)/요리]","[if {MetaProgression.has_read_event(""t_cook"")} 料理(完了)/料理]"
<!MissingKey:733:果てしなく運行すれば、追跡も難しいと…>,果てしなく運行すれば、追跡も難しいと…,끝없이 운행하면 추적하기도 힘들다고..,果てしなく運行すれば、追跡も難しいと…
<!MissingKey:734:え…？そ、そういう意味では、ありませんでした！ただ、少し、どきどきした、というか…>,え…？そ、そういう意味では、ありませんでした！ただ、少し、どきどきした、というか…,네..? 그.. 그런 뜻은 아니었어요! 그저 조금 두근두근 했달까..,え…？そ、そういう意味では、ありませんでした！ただ、少し、どきどきした、というか…
<!MissingKey:735:…？>,…？,..?,…？
<!MissingKey:736:うん、どう？柔らかいだろ。女の胸。>,うん、どう？柔らかいだろ。女の胸。,"응, 어때? 부드럽지. 여자의 가슴.",うん、どう？柔らかいだろ。女の胸。
<!MissingKey:737:これ…誰が見ても、「あれ」だからな。>,これ…誰が見ても、「あれ」だからな。,이거.. 누가 봐도 '그거' 니까.,これ…誰が見ても、「あれ」だからな。
,,,
<!MissingKey:739:お前たちが、異変を探すという、口実で、異変を、目の前にしたら、それだけ、ものすごい量の、情念を、吸収するってわけだ！>,お前たちが、異変を探すという、口実で、異変を、目の前にしたら、それだけ、ものすごい量の、情念を、吸収するってわけだ！,너희들이 이변을 찾는다는 빌미로 이변을 코앞에 둔다면 그만큼 엄청난 양의 정념을 흡수하는 거야!,お前たちが、異変を探すという、口実で、異変を、目の前にしたら、それだけ、ものすごい量の、情念を、吸収するってわけだ！
<!MissingKey:740:ああん…あっ…ちゅ…ちゅうっ…うっ…>,ああん…あっ…ちゅ…ちゅうっ…うっ…,아앙..앗..츄..츄웁.. 읏..,ああん…あっ…ちゅ…ちゅうっ…うっ…
<!MissingKey:741:…脱出するための、チケット。何枚、必要なんですか？>,…脱出するための、チケット。何枚、必要なんですか？,..탈출하기 위한 티켓. 몇 장이 필요한 거죠?,…脱出するための、チケット。何枚、必要なんですか？
,,,
<!MissingKey:743:…まだ、満足してないのか？>,…まだ、満足してないのか？,..아직 만족 못한 거야?,…まだ、満足してないのか？
<!MissingKey:744:よ、よしよし。>,よ、よしよし。,자.. 잘 참았어.,よ、よしよし。
<!MissingKey:745:これは、誰が見ても、ラノベ版の服装だよ。>,これは、誰が見ても、ラノベ版の服装だよ。,이건 누가 봐도 라노벨판의 복장인걸.,これは、誰が見ても、ラノベ版の服装だよ。
<!MissingKey:746:今までここにいて、財布なんて見なかったけど。>,今までここにいて、財布なんて見なかったけど。,지금까지 여기 있으면서 지갑 같은건 보지 못했어.,今までここにいて、財布なんて見なかったけど。
<!MissingKey:747:どうりで、財布の中の写真が…>,どうりで、財布の中の写真が…,어쩐지 지갑 안의 사진이..,どうりで、財布の中の写真が…
,,,
<!MissingKey:749:先ほどは、私も、体が、すごく熱くなって、何だか、それが…気になってしまって…>,先ほどは、私も、体が、すごく熱くなって、何だか、それが…気になってしまって…,"아까는 저도 몸이 무척 뜨거워지고, 어쩐지 그게.. 궁금해져서..",先ほどは、私も、体が、すごく熱くなって、何だか、それが…気になってしまって…
,,,
,,,
<!MissingKey:752:汗で、顔に張り付いた、数本の髪の毛は、気にもしないというように、潤んだ瞳で、俺を、切なげに、見つめている。>,汗で、顔に張り付いた、数本の髪の毛は、気にもしないというように、潤んだ瞳で、俺を、切なげに、見つめている。,"땀으로 인해 얼굴에 붙은 몇가닥의 머리카락은 개의치 않는다는 듯, 촉촉해진 눈망울로 나를 애타게 바라보고 있다.",汗で、顔に張り付いた、数本の髪の毛は、気にもしないというように、潤んだ瞳で、俺を、切なげに、見つめている。
